25/11/2021,00:50:00,41 °F,36 °F,81 %,NW,18 mph,0 mph,29.70 in,0.0 in,Mostly Cloudy
25/11/2021,01:20:00,39 °F,36 °F,87 %,WNW,18 mph,0 mph,29.70 in,0.0 in,Light Rain
25/11/2021,01:50:00,39 °F,36 °F,87 %,NW,17 mph,0 mph,29.73 in,0.0 in,Mostly Cloudy
25/11/2021,02:20:00,39 °F,36 °F,87 %,NW,17 mph,0 mph,29.73 in,0.0 in,Light Rain
25/11/2021,02:50:00,37 °F,36 °F,93 %,NNW,20 mph,0 mph,29.73 in,0.0 in,Heavy Rain
25/11/2021,03:20:00,39 °F,36 °F,87 %,WNW,17 mph,0 mph,29.73 in,0.0 in,Partly Cloudy
25/11/2021,03:50:00,39 °F,36 °F,87 %,NW,18 mph,0 mph,29.73 in,0.0 in,Light Rain
25/11/2021,04:20:00,41 °F,34 °F,76 %,NW,16 mph,0 mph,29.73 in,0.0 in,Partly Cloudy
25/11/2021,04:50:00,39 °F,34 °F,81 %,NNW,18 mph,0 mph,29.76 in,0.0 in,Light Rain
25/11/2021,05:20:00,39 °F,34 °F,81 %,NW,21 mph,0 mph,29.76 in,0.0 in,Partly Cloudy / Windy
25/11/2021,05:50:00,41 °F,32 °F,70 %,NW,21 mph,0 mph,29.76 in,0.0 in,Fair / Windy
25/11/2021,06:20:00,39 °F,32 °F,75 %,NW,16 mph,0 mph,29.76 in,0.0 in,Mostly Cloudy
25/11/2021,06:50:00,39 °F,32 °F,75 %,WNW,17 mph,0 mph,29.79 in,0.0 in,Partly Cloudy
25/11/2021,07:20:00,37 °F,34 °F,87 %,NW,21 mph,32 mph,29.79 in,0.0 in,Light Rain Shower / Windy
25/11/2021,07:50:00,39 °F,34 °F,81 %,NW,16 mph,0 mph,29.79 in,0.0 in,Partly Cloudy
25/11/2021,08:20:00,39 °F,34 °F,81 %,NW,13 mph,0 mph,29.79 in,0.0 in,Partly Cloudy
25/11/2021,08:50:00,39 °F,32 °F,75 %,NW,15 mph,0 mph,29.82 in,0.0 in,Fair
25/11/2021,09:20:00,39 °F,30 °F,70 %,NW,14 mph,0 mph,29.79 in,0.0 in,Partly Cloudy
25/11/2021,09:50:00,39 °F,32 °F,75 %,WNW,16 mph,0 mph,29.79 in,0.0 in,Partly Cloudy
25/11/2021,10:20:00,39 °F,32 °F,75 %,WNW,14 mph,0 mph,29.79 in,0.0 in,Partly Cloudy
25/11/2021,10:50:00,39 °F,32 °F,75 %,WNW,12 mph,0 mph,29.79 in,0.0 in,Partly Cloudy
25/11/2021,11:20:00,39 °F,32 °F,75 %,WNW,13 mph,0 mph,29.79 in,0.0 in,Fair
25/11/2021,11:50:00,39 °F,32 °F,75 %,WNW,12 mph,0 mph,29.79 in,0.0 in,Partly Cloudy
25/11/2021,12:20:00,39 °F,32 °F,75 %,WNW,12 mph,0 mph,29.76 in,0.0 in,Fair
25/11/2021,12:50:00,39 °F,32 °F,75 %,WNW,12 mph,0 mph,29.76 in,0.0 in,Fair
25/11/2021,13:20:00,37 °F,30 °F,75 %,W,10 mph,0 mph,29.73 in,0.0 in,Fair
25/11/2021,13:50:00,37 °F,30 °F,75 %,W,13 mph,0 mph,29.73 in,0.0 in,Fair
25/11/2021,14:20:00,37 °F,32 °F,81 %,W,12 mph,0 mph,29.70 in,0.0 in,Fair
25/11/2021,14:50:00,37 °F,32 °F,81 %,W,13 mph,0 mph,29.67 in,0.0 in,Partly Cloudy
25/11/2021,15:20:00,37 °F,32 °F,81 %,W,12 mph,0 mph,29.67 in,0.0 in,Fair
25/11/2021,15:50:00,37 °F,30 °F,75 %,W,13 mph,0 mph,29.64 in,0.0 in,Fair
25/11/2021,16:20:00,37 °F,30 °F,75 %,W,13 mph,0 mph,29.61 in,0.0 in,Fair
25/11/2021,16:50:00,37 °F,30 °F,75 %,WSW,9 mph,0 mph,29.58 in,0.0 in,Fair
25/11/2021,17:20:00,37 °F,30 °F,75 %,WSW,10 mph,0 mph,29.55 in,0.0 in,Fair
25/11/2021,17:50:00,37 °F,30 °F,75 %,SW,8 mph,0 mph,29.55 in,0.0 in,Fair
25/11/2021,18:20:00,37 °F,30 °F,75 %,WSW,8 mph,0 mph,29.49 in,0.0 in,Fair
25/11/2021,18:50:00,39 °F,30 °F,70 %,SW,10 mph,0 mph,29.46 in,0.0 in,Fair
25/11/2021,19:20:00,39 °F,32 °F,75 %,SW,10 mph,0 mph,29.44 in,0.0 in,Mostly Cloudy
25/11/2021,19:50:00,37 °F,32 °F,81 %,SSW,9 mph,0 mph,29.41 in,0.0 in,Light Rain
25/11/2021,20:20:00,39 °F,32 °F,75 %,SSW,10 mph,0 mph,29.38 in,0.0 in,Light Rain
25/11/2021,20:50:00,39 °F,32 °F,75 %,SW,12 mph,0 mph,29.35 in,0.0 in,Light Rain
25/11/2021,21:20:00,39 °F,34 °F,81 %,SW,12 mph,0 mph,29.29 in,0.0 in,Light Rain
25/11/2021,21:50:00,39 °F,34 °F,81 %,SW,12 mph,0 mph,29.26 in,0.0 in,Light Rain
25/11/2021,22:20:00,39 °F,34 °F,81 %,SSW,12 mph,0 mph,29.23 in,0.0 in,Light Rain
25/11/2021,22:50:00,39 °F,34 °F,81 %,SSW,12 mph,0 mph,29.17 in,0.0 in,Light Rain
25/11/2021,23:20:00,39 °F,36 °F,87 %,SSW,10 mph,0 mph,29.14 in,0.0 in,Light Rain
25/11/2021,23:50:00,39 °F,36 °F,87 %,SSW,9 mph,0 mph,29.08 in,0.0 in,Light Rain
26/11/2021,00:20:00,39 °F,36 °F,87 %,SSW,8 mph,0 mph,29.03 in,0.0 in,Light Rain
26/11/2021,00:50:00,41 °F,37 °F,87 %,SW,8 mph,0 mph,29.00 in,0.0 in,Light Rain
26/11/2021,01:20:00,41 °F,37 °F,87 %,SW,9 mph,0 mph,28.97 in,0.0 in,Light Rain
26/11/2021,01:50:00,43 °F,39 °F,87 %,WSW,13 mph,0 mph,28.94 in,0.0 in,Light Rain
26/11/2021,02:20:00,43 °F,39 °F,87 %,W,14 mph,0 mph,28.91 in,0.0 in,Light Rain
26/11/2021,02:50:00,43 °F,39 °F,87 %,W,18 mph,0 mph,28.91 in,0.0 in,Fair
26/11/2021,03:20:00,43 °F,39 °F,87 %,WNW,18 mph,0 mph,28.88 in,0.0 in,Mostly Cloudy
26/11/2021,03:50:00,43 °F,39 °F,87 %,WNW,18 mph,0 mph,28.91 in,0.0 in,Light Rain
26/11/2021,04:20:00,43 °F,39 °F,87 %,NW,20 mph,33 mph,28.91 in,0.0 in,Mostly Cloudy
26/11/2021,04:50:00,41 °F,37 °F,87 %,NW,23 mph,0 mph,28.91 in,0.0 in,Mostly Cloudy / Windy
26/11/2021,05:20:00,41 °F,37 °F,87 %,NW,22 mph,0 mph,28.91 in,0.0 in,Mostly Cloudy / Windy
26/11/2021,05:50:00,41 °F,36 °F,81 %,NW,21 mph,0 mph,28.88 in,0.0 in,Partly Cloudy / Windy
26/11/2021,06:20:00,41 °F,36 °F,81 %,NW,24 mph,0 mph,28.88 in,0.0 in,Partly Cloudy / Windy
26/11/2021,06:50:00,41 °F,36 °F,81 %,NW,20 mph,0 mph,28.88 in,0.0 in,Mostly Cloudy
26/11/2021,07:20:00,39 °F,34 °F,81 %,NW,21 mph,36 mph,28.91 in,0.0 in,Fair / Windy
26/11/2021,07:50:00,39 °F,34 °F,81 %,WNW,22 mph,36 mph,28.91 in,0.0 in,Partly Cloudy / Windy
26/11/2021,08:20:00,37 °F,34 °F,87 %,NW,31 mph,45 mph,28.91 in,0.0 in,Wintry Mix / Windy
26/11/2021,08:50:00,36 °F,32 °F,87 %,WNW,22 mph,33 mph,28.88 in,0.0 in,Fair / Windy
26/11/2021,09:20:00,37 °F,32 °F,81 %,WNW,23 mph,0 mph,28.88 in,0.0 in,Partly Cloudy / Windy
26/11/2021,09:50:00,36 °F,32 °F,87 %,WNW,24 mph,38 mph,28.85 in,0.0 in,Snow Shower / Windy
26/11/2021,10:20:00,34 °F,32 °F,93 %,WNW,28 mph,44 mph,28.82 in,0.0 in,Snow Shower / Windy
26/11/2021,10:50:00,34 °F,32 °F,93 %,WNW,21 mph,0 mph,28.82 in,0.0 in,Wintry Mix / Windy
26/11/2021,11:20:00,34 °F,32 °F,93 %,WNW,16 mph,0 mph,28.79 in,0.0 in,Wintry Mix
26/11/2021,11:50:00,36 °F,34 °F,93 %,NW,37 mph,53 mph,28.73 in,0.0 in,Showers in the Vicinity
26/11/2021,12:20:00,36 °F,36 °F,100 %,NW,22 mph,0 mph,28.76 in,0.0 in,Mostly Cloudy / Windy
26/11/2021,12:50:00,37 °F,36 °F,93 %,NW,25 mph,38 mph,28.76 in,0.0 in,Light Rain / Windy
26/11/2021,13:20:00,36 °F,34 °F,93 %,NW,18 mph,0 mph,28.73 in,0.0 in,Mostly Cloudy
26/11/2021,13:50:00,39 °F,36 °F,87 %,NW,25 mph,39 mph,28.73 in,0.0 in,Light Rain / Windy
26/11/2021,14:20:00,39 °F,37 °F,93 %,N,23 mph,0 mph,28.73 in,0.0 in,Rain / Windy
26/11/2021,14:50:00,41 °F,37 °F,87 %,NNW,36 mph,52 mph,28.73 in,0.0 in,Rain / Windy
26/11/2021,15:20:00,39 °F,37 °F,93 %,N,35 mph,52 mph,28.73 in,0.0 in,Rain / Windy
26/11/2021,15:50:00,39 °F,36 °F,87 %,N,37 mph,55 mph,28.76 in,0.0 in,Rain / Windy
26/11/2021,16:20:00,36 °F,34 °F,93 %,N,39 mph,59 mph,28.79 in,0.0 in,Rain / Windy
26/11/2021,16:50:00,36 °F,36 °F,100 %,N,39 mph,60 mph,28.82 in,0.0 in,Rain / Windy
26/11/2021,17:20:00,39 °F,36 °F,87 %,N,37 mph,61 mph,28.85 in,0.0 in,Light Rain / Windy
26/11/2021,17:50:00,39 °F,36 °F,87 %,N,37 mph,60 mph,28.88 in,0.0 in,Light Rain / Windy
26/11/2021,18:20:00,39 °F,36 °F,87 %,N,40 mph,66 mph,28.91 in,0.0 in,Light Rain / Windy
26/11/2021,18:50:00,39 °F,36 °F,87 %,N,37 mph,61 mph,28.97 in,0.0 in,Light Rain / Windy
26/11/2021,19:20:00,39 °F,34 °F,81 %,N,38 mph,64 mph,29.00 in,0.0 in,Light Rain / Windy
26/11/2021,19:50:00,39 °F,34 °F,81 %,N,40 mph,61 mph,29.03 in,0.0 in,Light Rain / Windy
26/11/2021,20:20:00,39 °F,34 °F,81 %,N,33 mph,56 mph,29.08 in,0.0 in,Light Rain / Windy
26/11/2021,20:50:00,39 °F,32 °F,75 %,N,37 mph,55 mph,29.11 in,0.0 in,Light Rain / Windy
26/11/2021,21:20:00,39 °F,32 °F,75 %,N,37 mph,58 mph,29.14 in,0.0 in,Light Rain / Windy
26/11/2021,21:50:00,39 °F,30 °F,70 %,N,29 mph,46 mph,29.17 in,0.0 in,Light Rain / Windy
26/11/2021,22:20:00,39 °F,30 °F,70 %,N,33 mph,49 mph,29.20 in,0.0 in,Light Rain / Windy
26/11/2021,22:50:00,37 °F,32 °F,81 %,N,30 mph,45 mph,29.23 in,0.0 in,Partly Cloudy / Windy
26/11/2021,23:20:00,37 °F,30 °F,75 %,N,31 mph,51 mph,29.26 in,0.0 in,Light Rain / Windy
26/11/2021,23:50:00,37 °F,30 °F,75 %,N,26 mph,40 mph,29.26 in,0.0 in,Wintry Mix / Windy
27/11/2021,00:20:00,37 °F,30 °F,75 %,N,30 mph,46 mph,29.29 in,0.0 in,Partly Cloudy / Windy
27/11/2021,00:50:00,39 °F,27 °F,61 %,N,26 mph,41 mph,29.29 in,0.0 in,Fair / Windy
27/11/2021,01:20:00,37 °F,27 °F,65 %,N,24 mph,38 mph,29.29 in,0.0 in,Fair / Windy
27/11/2021,01:50:00,39 °F,25 °F,56 %,N,28 mph,39 mph,29.29 in,0.0 in,Light Rain / Windy
27/11/2021,02:20:00,37 °F,28 °F,70 %,N,24 mph,36 mph,29.32 in,0.0 in,Fair / Windy
27/11/2021,02:50:00,37 °F,30 °F,75 %,NNW,29 mph,45 mph,29.32 in,0.0 in,Fair / Windy
27/11/2021,03:20:00,37 °F,28 °F,70 %,N,28 mph,46 mph,29.35 in,0.0 in,Light Snow / Windy
27/11/2021,03:50:00,36 °F,30 °F,81 %,N,30 mph,47 mph,29.35 in,0.0 in,Wintry Mix / Windy
27/11/2021,04:20:00,36 °F,30 °F,81 %,N,30 mph,41 mph,29.38 in,0.0 in,Wintry Mix / Windy
27/11/2021,04:50:00,36 °F,30 °F,81 %,N,29 mph,41 mph,29.38 in,0.0 in,Fair / Windy
27/11/2021,05:20:00,36 °F,32 °F,87 %,NNW,29 mph,41 mph,29.41 in,0.0 in,Wintry Mix / Windy
27/11/2021,05:50:00,37 °F,28 °F,70 %,N,23 mph,35 mph,29.41 in,0.0 in,Partly Cloudy / Windy
27/11/2021,06:20:00,37 °F,28 °F,70 %,N,23 mph,37 mph,29.41 in,0.0 in,Light Rain / Windy
27/11/2021,06:50:00,36 °F,30 °F,81 %,NNW,26 mph,38 mph,29.44 in,0.0 in,Light Snow / Windy
27/11/2021,07:20:00,36 °F,28 °F,75 %,NNW,23 mph,36 mph,29.44 in,0.0 in,Partly Cloudy / Windy
27/11/2021,07:50:00,37 °F,27 °F,65 %,N,24 mph,0 mph,29.46 in,0.0 in,Showers in the Vicinity
27/11/2021,08:20:00,36 °F,27 °F,70 %,N,22 mph,0 mph,29.46 in,0.0 in,Partly Cloudy / Windy
27/11/2021,08:50:00,36 °F,23 °F,60 %,N,21 mph,0 mph,29.49 in,0.0 in,Partly Cloudy / Windy
27/11/2021,09:20:00,36 °F,27 °F,70 %,NNW,22 mph,0 mph,29.49 in,0.0 in,Fair / Windy
27/11/2021,09:50:00,36 °F,23 °F,60 %,NNW,23 mph,0 mph,29.49 in,0.0 in,Fair / Windy
27/11/2021,10:20:00,36 °F,28 °F,75 %,NNW,18 mph,0 mph,29.49 in,0.0 in,Fair
27/11/2021,10:50:00,36 °F,28 °F,75 %,NNW,24 mph,36 mph,29.49 in,0.0 in,Fair / Windy
27/11/2021,11:20:00,34 °F,30 °F,87 %,N,14 mph,0 mph,29.52 in,0.0 in,Light Snow
27/11/2021,11:50:00,36 °F,27 °F,70 %,NNW,23 mph,0 mph,29.52 in,0.0 in,Partly Cloudy / Windy
27/11/2021,12:20:00,36 °F,27 °F,70 %,NNW,21 mph,0 mph,29.52 in,0.0 in,Partly Cloudy / Windy
27/11/2021,12:50:00,37 °F,28 °F,70 %,N,14 mph,0 mph,29.52 in,0.0 in,Partly Cloudy
27/11/2021,13:20:00,34 °F,30 °F,87 %,N,20 mph,31 mph,29.52 in,0.0 in,Light Snow Shower
27/11/2021,13:50:00,34 °F,30 °F,87 %,N,14 mph,0 mph,29.52 in,0.0 in,Showers in the Vicinity
27/11/2021,14:20:00,37 °F,27 °F,65 %,N,17 mph,29 mph,29.52 in,0.0 in,Showers in the Vicinity
27/11/2021,14:50:00,36 °F,25 °F,65 %,NNW,17 mph,0 mph,29.52 in,0.0 in,Showers in the Vicinity
27/11/2021,15:20:00,36 °F,27 °F,70 %,NNW,18 mph,0 mph,29.52 in,0.0 in,Mostly Cloudy
27/11/2021,15:50:00,34 °F,28 °F,81 %,NW,16 mph,0 mph,29.55 in,0.0 in,Fair
27/11/2021,16:20:00,34 °F,28 °F,81 %,NW,18 mph,0 mph,29.55 in,0.0 in,Fair
27/11/2021,16:50:00,32 °F,28 °F,87 %,NNW,15 mph,0 mph,29.55 in,0.0 in,Partly Cloudy
27/11/2021,17:20:00,34 °F,28 °F,81 %,N,9 mph,0 mph,29.55 in,0.0 in,Wintry Mix
27/11/2021,17:50:00,34 °F,30 °F,87 %,N,13 mph,0 mph,29.58 in,0.0 in,Light Snow
27/11/2021,18:20:00,32 °F,30 °F,93 %,NW,13 mph,0 mph,29.55 in,0.0 in,Fair
27/11/2021,18:50:00,34 °F,28 °F,81 %,NW,16 mph,0 mph,29.55 in,0.0 in,Fair
27/11/2021,19:20:00,34 °F,28 °F,81 %,NW,8 mph,0 mph,29.58 in,0.0 in,Wintry Mix